,wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,L,comb,central,5,0,2.5,20,1000,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)
1,L,comb,central,4,0,2.5,20,1000,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)
2,L,comb,down,5,0,2.5,20,30,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.03435352136526554
3,L,comb,down,5,0,2.5,30,50,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.023535879281871473
4,L,comb,down,5,0,2.5,50,70,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.017606582921041943
5,L,comb,down,5,0,2.5,70,100,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.017550176646051855
6,L,comb,down,5,0,2.5,100,140,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.01606651522507818
7,L,comb,down,5,0,2.5,140,200,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.015866379191591357
8,L,comb,down,5,0,2.5,200,300,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.023576871699202067
9,L,comb,down,5,0,2.5,300,600,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.042453734731859004
10,L,comb,down,5,0,2.5,600,1000,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.040292302866018245
11,L,comb,down,4,0,2.5,20,30,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.08588380341316385
12,L,comb,down,4,0,2.5,30,50,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.058839698204678686
13,L,comb,down,4,0,2.5,50,70,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.04401645730260486
14,L,comb,down,4,0,2.5,70,100,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.043875441615129636
15,L,comb,down,4,0,2.5,100,140,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.04016628806269545
16,L,comb,down,4,0,2.5,140,200,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.03966594797897839
17,L,comb,down,4,0,2.5,200,300,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.05894217924800517
18,L,comb,down,4,0,2.5,300,600,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.10613433682964751
19,L,comb,down,4,0,2.5,600,1000,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)-0.10073075716504562
20,L,comb,up,5,0,2.5,20,30,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.03435352136526554
21,L,comb,up,5,0,2.5,30,50,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.023535879281871473
22,L,comb,up,5,0,2.5,50,70,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.017606582921041943
23,L,comb,up,5,0,2.5,70,100,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.017550176646051855
24,L,comb,up,5,0,2.5,100,140,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.01606651522507818
25,L,comb,up,5,0,2.5,140,200,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.015866379191591357
26,L,comb,up,5,0,2.5,200,300,0,1,0.908118+0.0447154*log(x)+-0.00596659*log(x)*log(x)+0.023576871699202067
